universe,effective_score_date,benchmark,method,ticker,name,method_rank,method_score,method_score_label,raw_ml_score,raw_ml_rank,eligibility_state,candidate_type_group,trade_signal,reason_text,latest_price_date,return_1m,return_3m,return_6m,return_12m,rs_3m,rs_6m,sma50_state,sma100_state,sma200_state,drawdown,volatility,liquidity,stretch,source_ref
NORWAY_V2,2026-06-19,^OSEAX,raw_ml,SOAG.OL,SPAREBANK 1 ØSTFOLD AKERSHUS,19,0.5667767509329972,raw_ml_score,0.5667767509329972,19.0,SCOREABLE,,,Not evaluated by Trade signal policy because execution filter failed.,2026-06-19,-0.0177777777777777,-0.031445175658134,-0.0011299435028248,0.0401223374589814,-0.0157224748628201,-0.2147514917831158,BELOW,BELOW,BELOW,-0.0694736842105263,0.0147918275906993,,-0.0106838308221246,origin/ML_SCREENER
NORWAY_V2,2026-06-19,^OSEAX,raw_ml,PRS.OL,PROSAFE,20,0.5635751586167388,raw_ml_score,0.5635751586167388,20.0,EXECUTION_PASS,ML contrarian / review,REVIEW,REVIEW: Kandidattypen er ML-kontra / vurdering etter at ML-score har passert produksjonsterskelen.,2026-06-19,0.048406119774059,0.3831775714817513,0.1607843142143659,-0.3657142775399344,0.3989002722770652,-0.0528372340659251,BELOW,BELOW,ABOVE,-0.5375000124176339,0.0471978241587755,8868142.165246665,0.24739250182064,origin/ML_SCREENER
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,NBX.OL,NORWEGIAN BLOCK EXCHANGE AS,1,0.6970650388683381,practical_score,0.6465762554019343,4.0,EXECUTION_PASS,Forward-looking ML pick,REVIEW,REVIEW: Risikoprofilen er hoy i dagens praktiske policy.,2026-06-19,0.1307692713286059,0.4341463528099265,0.232704406445199,-0.3690987003692993,0.4498690536052404,0.019082858164908,BELOW,BELOW,ABOVE,-0.4060606122637218,0.0687191294527344,1316330.7252622067,0.1703763430118581,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,DNB.OL,DNB BANK ASA,2,0.4558826123384869,practical_score,0.5881272407385775,11.0,EXECUTION_PASS,ML contrarian / review,REVIEW,REVIEW: Kandidattypen er ML-kontra / vurdering etter at ML-score har passert produksjonsterskelen.,2026-06-19,0.0207612456747405,0.007169703473117,0.0861560875207265,0.0592459605026929,0.0228924042684309,-0.1274654607595644,BELOW,BELOW,ABOVE,-0.0566038104127495,0.0130589258221236,613247433.5519943,0.0516259210759106,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,MPCC.OL,MPC CONTAINER SHIPS,3,0.8866105659719119,practical_score,0.5703173062637559,17.0,EXECUTION_PASS,Forward-looking ML pick,BUY,BUY: Fremoverskuende ML-kandidat med sterk trend og validert setup.,2026-06-19,0.028356977404361,0.086822356411915,0.3527153300403756,0.4635014414914311,0.1025450572072289,0.1390937817600845,BELOW,BELOW,ABOVE,-0.0880177880004638,0.0216946337226635,50288520.73433199,0.2385580220259784,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,PRS.OL,PROSAFE,4,0.7001067662552518,practical_score,0.5635751586167388,20.0,EXECUTION_PASS,ML contrarian / review,REVIEW,REVIEW: Kandidattypen er ML-kontra / vurdering etter at ML-score har passert produksjonsterskelen.,2026-06-19,0.048406119774059,0.3831775714817513,0.1607843142143659,-0.3657142775399344,0.3989002722770652,-0.0528372340659251,BELOW,BELOW,ABOVE,-0.5375000124176339,0.0471978241587755,8868142.165246665,0.24739250182064,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,AFK.OL,Arendals Fossekompani ASA,5,0.7332327537031476,practical_score,0.5380822229178782,25.0,EXECUTION_PASS,Forward-looking ML pick,WATCH,WATCH: Likviditeten er under praktisk terskel for en klar BUY-vurdering.,2026-06-19,0.0028409090909091,0.0537313432835822,0.3371212121212121,0.3074074074074073,0.0694540440788961,0.1234996638409211,BELOW,BELOW,ABOVE,-0.1218905472636815,0.0214949508860478,1217487.25,0.1512058310369006,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,BEWI.OL,BEWI,6,0.6711126937604637,practical_score,0.5293095340908378,31.0,EXECUTION_PASS,ML contrarian / review,REVIEW,REVIEW: Kandidattypen er ML-kontra / vurdering etter at ML-score har passert produksjonsterskelen.,2026-06-19,0.0528634911832388,0.2480418550982732,0.1313610219416199,-0.093838839167756,0.2637645558935871,-0.082260526338671,BELOW,BELOW,ABOVE,-0.1881103414583418,0.0277523542179407,2210288.8923083306,0.1454864021458135,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,NKR.OL,NEKKAR,7,0.75796780959907,practical_score,0.5242226970188747,34.0,EXECUTION_PASS,ML contrarian / review,REVIEW,REVIEW: Kandidattypen er ML-kontra / vurdering etter at ML-score har passert produksjonsterskelen.,2026-06-19,-0.0330033011610403,0.122605318345617,0.2739130103069802,0.4154588481715531,0.1383280191409309,0.0602914620266892,BELOW,BELOW,ABOVE,-0.0815047151273137,0.0225211116400333,2643021.7405139445,0.1570965644958035,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,VVL.OL,VOSS VEKSEL- OG LANDMANDSBANK,8,0.8467778514989233,practical_score,0.5238686535014533,35.0,EXECUTION_PASS,Forward-looking ML pick,WATCH,WATCH: Likviditeten er under praktisk terskel for en klar BUY-vurdering.,2026-06-19,0.0381355932203388,0.1556603773584906,0.303191489361702,0.2827225130890052,0.1713830781538045,0.089569941081411,BELOW,BELOW,ABOVE,-0.0485436893203883,0.0234579670059744,83003.05,0.1766542197461789,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,BCS.OL,BERGEN CARBON SOLUTIONS AS,9,0.6549823451385097,practical_score,0.5178265840419118,38.0,EXECUTION_PASS,ML contrarian / review,REVIEW,REVIEW: Kandidattypen er ML-kontra / vurdering etter at ML-score har passert produksjonsterskelen.,2026-06-19,0.2477875776328495,0.3386075646138853,0.1340482566871936,-0.126033081463488,0.3543302654091992,-0.0795732915930973,BELOW,BELOW,ABOVE,-0.2552816642759047,0.041310306654143,664927.2846939086,0.1151681333829512,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,SOFF.OL,SOLSTAD OFFSHORE,10,0.7220656898799049,practical_score,0.5127421899098965,42.0,EXECUTION_PASS,ML contrarian / review,REVIEW,REVIEW: Kandidattypen er ML-kontra / vurdering etter at ML-score har passert produksjonsterskelen.,2026-06-19,-0.0661417442982591,0.0403508638080798,0.435835359140823,0.473291906510821,0.0560735646033937,0.222213810860532,BELOW,BELOW,ABOVE,-0.1528571537562779,0.0231771634101842,10101405.964619065,0.1023738968863952,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,MORLD.OL,MORELD ASA,11,0.6139961836937402,practical_score,0.4891504901304528,49.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,-0.026156869837362,0.1733333703243371,0.0672547553336366,0.3081081324898471,0.189056071119651,-0.1463667929466543,BELOW,BELOW,ABOVE,-0.0824644426379372,0.0190869405519834,5662030.174521541,0.0952270912789075,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,SOGN.OL,SOGN SPAREBANK,12,0.4708588289882858,practical_score,0.4653158986788919,56.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,-0.0357142857142857,0.0451612903225806,0.1781818181818182,0.1059907373242414,0.0608839911178945,-0.0354397300984727,BELOW,BELOW,ABOVE,-0.1473684210526316,0.018995302693608,98650.42334136963,0.1011802809083781,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,PEXIP.OL,PEXIP HOLDING,13,0.5941695302177616,practical_score,0.4642640000069433,58.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,-0.0505050524511261,0.1898733550702667,-0.0105263559441817,0.2227641780201981,0.2055960558655806,-0.2241479042244727,BELOW,BELOW,ABOVE,-0.0795593664968901,0.0265366211130056,15579777.130947877,0.1115873688846393,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,GYL.OL,GYLDENDAL,14,0.4884674863976622,practical_score,0.4600060296182732,60.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,0.069767441860465,0.0454545454545454,0.0747663551401869,0.0849056603773585,0.0611772462498593,-0.138855193140104,BELOW,BELOW,ABOVE,-0.0573770491803278,0.0234817089391431,6940.8,0.0460013188712282,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,TIETO.OL,Tieto Oyj,15,0.3265570786972736,practical_score,0.4595971110603139,61.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,-0.0407239819004524,0.0231660382357863,-0.0046948356807511,0.1465657490431691,0.0388887390311002,-0.2183163839610421,BELOW,BELOW,ABOVE,-0.0947907653181923,0.0197325242160345,2066454.7532051087,0.0242486007165341,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,AFG.OL,AF GRUPPEN,16,0.502452443527942,practical_score,0.4480551186296619,71.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,0.0349726442430839,0.0498891369428997,0.0237837507918075,0.2330728279323248,0.0656118377382136,-0.1898377974884835,BELOW,BELOW,ABOVE,-0.0083769953063644,0.0137757167577815,6782690.38577118,0.0633519373292006,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,NAS.OL,NORWEGIAN AIR SHUTTLE,17,0.5073209567356134,practical_score,0.4471110309150952,72.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,0.0605554168702278,0.0782313324575532,-0.0792913017147413,0.2402191480942073,0.0939540332528671,-0.2929128499950323,BELOW,BELOW,ABOVE,-0.1281628099336561,0.0323010391024577,220725625.36347485,0.0044216941395041,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,SNTIA.OL,SENTIA ASA,18,0.7834464178791214,practical_score,0.4411882016617287,74.0,EXECUTION_PASS,Forward-looking ML pick,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,0.0276679635296854,0.1006067020896488,0.278688524590164,0.37687551454642,0.1163294028849627,0.065066976309873,BELOW,BELOW,ABOVE,-0.0286426272023343,0.0134172076688558,47662696.22451401,0.1437654499247616,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,SOFTX.OL,SOFTOX SOLUTIONS,19,0.7191901164076775,practical_score,0.4360567699916141,76.0,EXECUTION_PASS,Confirmed momentum,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,-0.1538461273943874,0.571428556223305,0.8965517684338931,0.5277778352668281,0.5871512570186189,0.682930220153602,BELOW,BELOW,ABOVE,-0.2993630845288746,0.0866698607788672,2506565.747288347,0.3168054228731862,wip/ml-practical-first-a07a27a
NORWAY_V2,2026-06-19,^OSEAX,parked_practical_first,ELK.OL,ELKEM,20,0.6950073826944676,practical_score,0.4322964924039945,78.0,EXECUTION_PASS,ML contrarian / review,AVOID,"AVOID: ML-score er under produksjonsterskelen på 0,50. Denne terskelen vurderes for kandidattype.",2026-06-19,0.0795148445446616,0.137784129585917,0.1265822895171411,0.3834197377642678,0.1535068303812309,-0.0870392587631498,BELOW,BELOW,ABOVE,-0.0604104882924586,0.0269600523631221,41817148.88715725,0.1273790863657036,wip/ml-practical-first-a07a27a
